timestamp,sensor_id,intersection,vehicle_count,avg_speed,lane_occupancy,network_latency,hour,minute,day_of_week,is_attack,attack_type,label
2025-06-10 16:02:00,S002,50_Feet_Road_North,89,15.74,0.742,183.2,16,2,1,False,,0
2025-06-10 08:25:00,S002,50_Feet_Road_North,73,20.04,0.608,434.2,8,25,1,False,,0
2025-06-10 19:00:00,S004,Kumaraswamy_Layout_Bus_Stand,28,35.42,0.233,462.2,19,0,1,False,,0
2025-06-10 06:12:00,S003,50_Feet_Road_South,17,35.7,0.142,312.8,6,12,1,False,,0
2025-06-10 20:23:00,S001,DSCE_Main_Gate,29,29.28,0.242,189.7,20,23,1,False,,0
2025-06-10 16:12:00,S003,50_Feet_Road_South,85,16.97,0.708,131.4,16,12,1,False,,0
2025-06-10 06:56:00,S003,50_Feet_Road_South,14,40.0,0.117,382.5,6,56,1,False,,0
2025-06-10 01:18:00,S004,Kumaraswamy_Layout_Bus_Stand,1,39.89,0.008,113.9,1,18,1,False,,0
2025-06-10 01:05:00,S002,50_Feet_Road_North,1,35.82,0.008,429.9,1,5,1,False,,0
2025-06-10 11:21:00,S002,50_Feet_Road_North,25,38.55,0.208,167.9,11,21,1,False,,0
2025-06-10 11:15:00,S003,50_Feet_Road_South,25,34.31,0.208,13.7,11,15,1,False,,0
2025-06-10 21:21:00,S002,50_Feet_Road_North,20,40.0,0.167,491.8,21,21,1,False,,0
2025-06-10 23:08:00,S004,Kumaraswamy_Layout_Bus_Stand,8,37.67,0.067,90.1,23,8,1,False,,0
2025-06-10 21:12:00,S001,DSCE_Main_Gate,20,33.89,0.167,294.1,21,12,1,False,,0
2025-06-10 04:47:00,S003,50_Feet_Road_South,2,39.92,0.017,222.3,4,47,1,False,,0
2025-06-10 03:16:00,S003,50_Feet_Road_South,0,40.0,0.0,46.3,3,16,1,False,,0
2025-06-10 16:17:00,S001,DSCE_Main_Gate,74,21.23,0.617,303.7,16,17,1,False,,0
2025-06-10 19:35:00,S004,Kumaraswamy_Layout_Bus_Stand,28,33.97,0.233,163.9,19,35,1,False,,0
2025-06-10 16:42:00,S001,DSCE_Main_Gate,108,9.42,0.9,215.8,16,42,1,False,,0
2025-06-10 10:27:00,S004,Kumaraswamy_Layout_Bus_Stand,34,23.87,0.283,445.3,10,27,1,False,,0
2025-06-10 11:19:00,S003,50_Feet_Road_South,24,31.89,0.2,495.1,11,19,1,False,,0
2025-06-10 15:39:00,S004,Kumaraswamy_Layout_Bus_Stand,36,27.3,0.3,83.8,15,39,1,False,,0
2025-06-10 19:23:00,S001,DSCE_Main_Gate,28,31.99,0.233,228.5,19,23,1,False,,0
2025-06-10 06:41:00,S001,DSCE_Main_Gate,13,38.15,0.108,58.2,6,41,1,False,,0
2025-06-10 05:05:00,S002,50_Feet_Road_North,4,40.0,0.033,1223.1,5,5,1,False,,0
2025-06-10 03:18:00,S004,Kumaraswamy_Layout_Bus_Stand,0,40.0,0.0,146.7,3,18,1,False,,0
2025-06-10 20:51:00,S004,Kumaraswamy_Layout_Bus_Stand,29,32.66,0.242,471.4,20,51,1,False,,0
2025-06-10 19:12:00,S002,50_Feet_Road_North,33,28.75,0.275,91.9,19,12,1,False,,0
2025-06-10 05:14:00,S004,Kumaraswamy_Layout_Bus_Stand,5,38.62,0.042,112.3,5,14,1,False,,0
2025-06-10 21:13:00,S003,50_Feet_Road_South,18,35.86,0.15,488.0,21,13,1,False,,0
2025-06-10 13:02:00,S002,50_Feet_Road_North,22,35.7,0.183,26.4,13,2,1,False,,0
2025-06-10 10:14:00,S003,50_Feet_Road_South,32,32.78,0.267,194.3,10,14,1,False,,0
2025-06-10 10:40:00,S004,Kumaraswamy_Layout_Bus_Stand,29,34.41,0.242,235.4,10,40,1,False,,0
2025-06-10 17:03:00,S004,Kumaraswamy_Layout_Bus_Stand,59,23.57,0.492,230.6,17,3,1,False,,0
2025-06-10 15:55:00,S003,50_Feet_Road_South,27,32.37,0.225,287.6,15,55,1,False,,0
2025-06-10 13:02:00,S003,50_Feet_Road_South,23,30.23,0.192,222.0,13,2,1,False,,0
2025-06-10 21:05:00,S002,50_Feet_Road_North,24,31.74,0.2,1014.9,21,5,1,False,,0
2025-06-10 13:01:00,S003,50_Feet_Road_South,28,33.51,0.233,158.1,13,1,1,False,,0
2025-06-10 07:45:00,S001,DSCE_Main_Gate,41,31.07,0.342,204.0,7,45,1,False,,0
2025-06-10 01:23:00,S003,50_Feet_Road_South,0,32.47,0.0,321.8,1,23,1,False,,0
2025-06-10 12:37:00,S002,50_Feet_Road_North,32,30.78,0.267,349.6,12,37,1,False,,0
2025-06-10 09:13:00,S004,Kumaraswamy_Layout_Bus_Stand,66,22.61,0.55,285.1,9,13,1,False,,0
2025-06-10 21:54:00,S003,50_Feet_Road_South,19,31.76,0.158,138.3,21,54,1,False,,0
2025-06-10 19:04:00,S001,DSCE_Main_Gate,30,29.14,0.25,27.9,19,4,1,False,,0
2025-06-10 22:57:00,S004,Kumaraswamy_Layout_Bus_Stand,14,35.71,0.117,308.4,22,57,1,False,,0
2025-06-10 14:19:00,S003,50_Feet_Road_South,22,28.32,0.183,46.0,14,19,1,False,,0
2025-06-10 18:34:00,S002,50_Feet_Road_North,40,29.17,0.333,277.1,18,34,1,False,,0
2025-06-10 22:19:00,S003,50_Feet_Road_South,12,40.0,0.1,254.8,22,19,1,False,,0
2025-06-10 19:21:00,S003,50_Feet_Road_South,29,32.1,0.242,252.6,19,21,1,False,,0
2025-06-10 20:40:00,S002,50_Feet_Road_North,25,37.91,0.208,276.3,20,40,1,False,,0
2025-06-10 10:42:00,S004,Kumaraswamy_Layout_Bus_Stand,24,31.44,0.2,62.3,10,42,1,False,,0
2025-06-10 23:21:00,S002,50_Feet_Road_North,7,33.72,0.058,1137.1,23,21,1,False,,0
2025-06-10 17:13:00,S001,DSCE_Main_Gate,62,20.12,0.517,291.8,17,13,1,False,,0
2025-06-10 23:41:00,S001,DSCE_Main_Gate,7,39.94,0.058,235.7,23,41,1,False,,0
2025-06-10 07:59:00,S002,50_Feet_Road_North,37,25.41,0.308,214.9,7,59,1,False,,0
2025-06-10 12:31:00,S001,DSCE_Main_Gate,30,32.98,0.25,142.1,12,31,1,False,,0
2025-06-10 12:52:00,S003,50_Feet_Road_South,30,32.0,0.25,210.2,12,52,1,False,,0
2025-06-10 07:17:00,S004,Kumaraswamy_Layout_Bus_Stand,37,26.81,0.308,417.5,7,17,1,False,,0
2025-06-10 07:00:00,S002,50_Feet_Road_North,37,30.94,0.308,239.3,7,0,1,False,,0
2025-06-10 04:09:00,S003,50_Feet_Road_South,1,40.0,0.008,466.4,4,9,1,False,,0
2025-06-10 07:06:00,S003,50_Feet_Road_South,33,31.99,0.275,238.7,7,6,1,False,,0
2025-06-10 08:32:00,S003,50_Feet_Road_South,70,24.38,0.583,156.0,8,32,1,False,,0
2025-06-10 18:59:00,S002,50_Feet_Road_North,42,25.49,0.35,342.8,18,59,1,False,,0
2025-06-10 16:52:00,S004,Kumaraswamy_Layout_Bus_Stand,94,17.54,0.783,101.2,16,52,1,False,,0
2025-06-10 01:19:00,S004,Kumaraswamy_Layout_Bus_Stand,1,40.0,0.008,360.2,1,19,1,False,,0
2025-06-10 14:39:00,S001,DSCE_Main_Gate,25,31.87,0.208,459.0,14,39,1,False,,0
2025-06-10 05:46:00,S001,DSCE_Main_Gate,5,40.0,0.042,443.3,5,46,1,False,,0
2025-06-10 04:48:00,S003,50_Feet_Road_South,1,40.0,0.008,379.1,4,48,1,False,,0
2025-06-10 02:52:00,S002,50_Feet_Road_North,0,40.0,0.0,264.0,2,52,1,False,,0
2025-06-10 20:00:00,S003,50_Feet_Road_South,23,33.87,0.192,82.4,20,0,1,False,,0
2025-06-10 16:04:00,S004,Kumaraswamy_Layout_Bus_Stand,86,15.97,0.717,99.9,16,4,1,False,,0
2025-06-10 01:20:00,S001,DSCE_Main_Gate,1,34.03,0.008,32.2,1,20,1,False,,0
2025-06-10 02:36:00,S001,DSCE_Main_Gate,1,33.11,0.008,245.8,2,36,1,False,,0
2025-06-10 18:44:00,S004,Kumaraswamy_Layout_Bus_Stand,38,27.2,0.317,188.6,18,44,1,False,,0
2025-06-10 09:21:00,S001,DSCE_Main_Gate,50,26.45,0.417,185.8,9,21,1,False,,0
2025-06-10 22:05:00,S003,50_Feet_Road_South,15,33.32,0.125,125.4,22,5,1,False,,0
2025-06-10 12:21:00,S003,50_Feet_Road_South,27,30.65,0.225,213.4,12,21,1,False,,0
2025-06-10 06:37:00,S002,50_Feet_Road_North,12,33.14,0.1,115.9,6,37,1,False,,0
2025-06-10 04:41:00,S003,50_Feet_Road_South,2,37.91,0.017,68.4,4,41,1,False,,0
2025-06-10 15:04:00,S002,50_Feet_Road_North,27,35.77,0.225,221.5,15,4,1,False,,0
2025-06-10 13:13:00,S002,50_Feet_Road_North,26,30.79,0.217,384.4,13,13,1,False,,0
2025-06-10 06:16:00,S004,Kumaraswamy_Layout_Bus_Stand,16,35.59,0.133,1642.6,6,16,1,False,,0
2025-06-10 15:49:00,S003,50_Feet_Road_South,28,26.64,0.233,12.1,15,49,1,False,,0
2025-06-10 13:52:00,S004,Kumaraswamy_Layout_Bus_Stand,26,27.89,0.217,182.8,13,52,1,False,,0
2025-06-10 23:53:00,S001,DSCE_Main_Gate,7,40.0,0.058,53.2,23,53,1,False,,0
2025-06-10 03:23:00,S004,Kumaraswamy_Layout_Bus_Stand,0,40.0,0.0,385.1,3,23,1,False,,0
2025-06-10 19:28:00,S004,Kumaraswamy_Layout_Bus_Stand,27,30.34,0.225,312.0,19,28,1,False,,0
2025-06-10 09:30:00,S003,50_Feet_Road_South,58,25.21,0.483,262.1,9,30,1,False,,0
2025-06-10 02:26:00,S004,Kumaraswamy_Layout_Bus_Stand,0,37.57,0.0,213.7,2,26,1,False,,0
2025-06-10 15:16:00,S004,Kumaraswamy_Layout_Bus_Stand,29,28.65,0.242,218.7,15,16,1,False,,0
2025-06-10 12:39:00,S003,50_Feet_Road_South,27,28.64,0.225,94.6,12,39,1,False,,0
2025-06-10 04:33:00,S004,Kumaraswamy_Layout_Bus_Stand,1,38.79,0.008,41.1,4,33,1,False,,0
2025-06-10 20:04:00,S002,50_Feet_Road_North,26,34.84,0.217,17.3,20,4,1,False,,0
2025-06-10 04:19:00,S001,DSCE_Main_Gate,2,40.0,0.017,441.6,4,19,1,False,,0
2025-06-10 22:28:00,S002,50_Feet_Road_North,15,31.25,0.125,222.0,22,28,1,False,,0
2025-06-10 01:07:00,S004,Kumaraswamy_Layout_Bus_Stand,0,38.32,0.0,489.1,1,7,1,False,,0
2025-06-10 16:34:00,S004,Kumaraswamy_Layout_Bus_Stand,93,14.84,0.775,344.7,16,34,1,False,,0
2025-06-10 11:16:00,S001,DSCE_Main_Gate,25,32.55,0.208,264.2,11,16,1,False,,0
2025-06-10 04:01:00,S003,50_Feet_Road_South,2,40.0,0.017,210.4,4,1,1,False,,0
2025-06-10 16:49:00,S003,50_Feet_Road_South,85,16.34,0.708,449.3,16,49,1,False,,0
2025-06-10 11:38:00,S002,50_Feet_Road_North,21,31.68,0.175,253.9,11,38,1,False,,0
2025-06-10 17:49:00,S002,50_Feet_Road_North,58,20.26,0.483,388.9,17,49,1,False,,0
2025-06-10 08:06:00,S003,50_Feet_Road_South,87,15.78,0.725,65.7,8,6,1,False,,0
2025-06-10 00:08:00,S002,50_Feet_Road_North,1,39.3,0.008,140.0,0,8,1,False,,0
2025-06-10 20:38:00,S002,50_Feet_Road_North,23,32.98,0.192,286.9,20,38,1,False,,0
2025-06-10 22:08:00,S004,Kumaraswamy_Layout_Bus_Stand,17,29.37,0.142,493.0,22,8,1,False,,0
2025-06-10 08:58:00,S001,DSCE_Main_Gate,84,15.51,0.7,29.1,8,58,1,False,,0
2025-06-10 17:19:00,S004,Kumaraswamy_Layout_Bus_Stand,56,21.92,0.467,90.3,17,19,1,False,,0
2025-06-10 05:24:00,S001,DSCE_Main_Gate,6,38.03,0.05,289.6,5,24,1,False,,0
2025-06-10 09:44:00,S001,DSCE_Main_Gate,56,24.12,0.467,455.9,9,44,1,False,,0
2025-06-10 05:07:00,S002,50_Feet_Road_North,4,40.0,0.033,211.8,5,7,1,False,,0
2025-06-10 02:47:00,S001,DSCE_Main_Gate,1,40.0,0.008,450.8,2,47,1,False,,0
2025-06-10 00:14:00,S001,DSCE_Main_Gate,1,40.0,0.008,275.9,0,14,1,False,,0
2025-06-10 23:23:00,S003,50_Feet_Road_South,7,40.0,0.058,172.7,23,23,1,False,,0
2025-06-10 04:40:00,S002,50_Feet_Road_North,2,40.0,0.017,160.1,4,40,1,False,,0
2025-06-10 20:58:00,S001,DSCE_Main_Gate,24,36.19,0.2,47.7,20,58,1,False,,0
2025-06-10 04:04:00,S002,50_Feet_Road_North,2,40.0,0.017,183.9,4,4,1,False,,0
2025-06-10 17:00:00,S001,DSCE_Main_Gate,56,21.8,0.467,131.0,17,0,1,False,,0
2025-06-10 03:30:00,S002,50_Feet_Road_North,0,40.0,0.0,69.3,3,30,1,False,,0
2025-06-10 06:22:00,S002,50_Feet_Road_North,16,30.4,0.133,125.6,6,22,1,False,,0
2025-06-10 20:02:00,S002,50_Feet_Road_North,26,31.34,0.217,381.3,20,2,1,False,,0
2025-06-10 02:48:00,S001,DSCE_Main_Gate,1,30.93,0.008,315.9,2,48,1,False,,0
2025-06-10 22:25:00,S001,DSCE_Main_Gate,13,37.5,0.108,264.0,22,25,1,False,,0
2025-06-10 09:43:00,S004,Kumaraswamy_Layout_Bus_Stand,59,22.09,0.492,268.4,9,43,1,False,,0
2025-06-10 04:07:00,S003,50_Feet_Road_South,1,40.0,0.008,441.3,4,7,1,False,,0
2025-06-10 20:47:00,S003,50_Feet_Road_South,28,29.2,0.233,124.0,20,47,1,False,,0
2025-06-10 16:37:00,S002,50_Feet_Road_North,90,15.93,0.75,22.4,16,37,1,False,,0
2025-06-10 18:51:00,S002,50_Feet_Road_North,38,31.87,0.317,317.6,18,51,1,False,,0
2025-06-10 21:42:00,S004,Kumaraswamy_Layout_Bus_Stand,22,35.58,0.183,303.3,21,42,1,False,,0
2025-06-10 15:26:00,S001,DSCE_Main_Gate,30,30.4,0.25,278.6,15,26,1,False,,0
2025-06-10 17:30:00,S004,Kumaraswamy_Layout_Bus_Stand,67,23.93,0.558,320.9,17,30,1,False,,0
2025-06-10 23:26:00,S001,DSCE_Main_Gate,9,40.0,0.075,135.3,23,26,1,False,,0
2025-06-10 04:15:00,S003,50_Feet_Road_South,2,39.63,0.017,448.6,4,15,1,False,,0
2025-06-10 16:15:00,S003,50_Feet_Road_South,79,18.75,0.658,315.7,16,15,1,False,,0
2025-06-10 10:24:00,S001,DSCE_Main_Gate,35,29.22,0.292,323.9,10,24,1,False,,0
2025-06-10 01:19:00,S001,DSCE_Main_Gate,0,35.9,0.0,222.6,1,19,1,False,,0
2025-06-10 00:12:00,S003,50_Feet_Road_South,2,38.38,0.017,13.0,0,12,1,False,,0
2025-06-10 07:30:00,S004,Kumaraswamy_Layout_Bus_Stand,38,28.08,0.317,61.0,7,30,1,False,,0
2025-06-10 03:59:00,S001,DSCE_Main_Gate,0,38.87,0.0,150.7,3,59,1,False,,0
2025-06-10 02:07:00,S003,50_Feet_Road_South,1,40.0,0.008,300.4,2,7,1,False,,0
2025-06-10 17:55:00,S004,Kumaraswamy_Layout_Bus_Stand,62,21.69,0.517,166.7,17,55,1,False,,0
2025-06-10 03:41:00,S001,DSCE_Main_Gate,1,36.92,0.008,46.8,3,41,1,False,,0
2025-06-10 16:27:00,S004,Kumaraswamy_Layout_Bus_Stand,93,12.12,0.775,171.6,16,27,1,False,,0
2025-06-10 17:54:00,S003,50_Feet_Road_South,71,17.97,0.592,173.5,17,54,1,False,,0
2025-06-10 12:27:00,S001,DSCE_Main_Gate,27,30.03,0.225,128.3,12,27,1,False,,0
2025-06-10 17:35:00,S001,DSCE_Main_Gate,60,21.91,0.5,190.9,17,35,1,False,,0
2025-06-10 04:22:00,S003,50_Feet_Road_South,1,40.0,0.008,1414.8,4,22,1,False,,0
2025-06-10 13:07:00,S001,DSCE_Main_Gate,24,29.56,0.2,73.5,13,7,1,False,,0
2025-06-10 22:44:00,S003,50_Feet_Road_South,14,34.53,0.117,210.3,22,44,1,False,,0
2025-06-10 13:53:00,S004,Kumaraswamy_Layout_Bus_Stand,30,35.88,0.25,322.5,13,53,1,False,,0
2025-06-10 20:33:00,S003,50_Feet_Road_South,23,31.17,0.192,239.7,20,33,1,False,,0
2025-06-10 03:10:00,S002,50_Feet_Road_North,0,40.0,0.0,277.0,3,10,1,False,,0
2025-06-10 23:57:00,S003,50_Feet_Road_South,9,39.06,0.075,181.7,23,57,1,False,,0
2025-06-10 06:46:00,S003,50_Feet_Road_South,11,34.25,0.092,340.2,6,46,1,False,,0
2025-06-10 06:04:00,S004,Kumaraswamy_Layout_Bus_Stand,16,35.96,0.133,224.7,6,4,1,False,,0
2025-06-10 22:10:00,S001,DSCE_Main_Gate,13,33.35,0.108,200.8,22,10,1,False,,0
2025-06-10 03:19:00,S001,DSCE_Main_Gate,0,40.0,0.0,126.7,3,19,1,False,,0
2025-06-10 18:06:00,S001,DSCE_Main_Gate,43,31.03,0.358,278.1,18,6,1,False,,0
2025-06-10 17:27:00,S001,DSCE_Main_Gate,58,27.25,0.483,197.9,17,27,1,False,,0
2025-06-10 14:49:00,S002,50_Feet_Road_North,23,40.0,0.192,188.0,14,49,1,False,,0
2025-06-10 08:06:00,S002,50_Feet_Road_North,66,19.61,0.55,272.7,8,6,1,False,,0
2025-06-10 01:04:00,S003,50_Feet_Road_South,0,37.67,0.0,22.1,1,4,1,False,,0
2025-06-10 03:01:00,S001,DSCE_Main_Gate,1,37.68,0.008,463.5,3,1,1,False,,0
2025-06-10 06:33:00,S001,DSCE_Main_Gate,12,30.61,0.1,394.7,6,33,1,False,,0
2025-06-10 20:24:00,S001,DSCE_Main_Gate,25,32.49,0.208,402.1,20,24,1,False,,0
2025-06-10 04:59:00,S004,Kumaraswamy_Layout_Bus_Stand,1,40.0,0.008,240.1,4,59,1,False,,0
2025-06-10 08:26:00,S001,DSCE_Main_Gate,110,9.26,0.917,44.8,8,26,1,False,,0
2025-06-10 15:10:00,S002,50_Feet_Road_North,27,32.57,0.225,25.1,15,10,1,False,,0
2025-06-10 16:34:00,S001,DSCE_Main_Gate,105,9.47,0.875,1670.4,16,34,1,False,,0
2025-06-10 20:42:00,S003,50_Feet_Road_South,25,28.84,0.208,263.3,20,42,1,False,,0
2025-06-10 11:45:00,S001,DSCE_Main_Gate,23,38.1,0.192,137.5,11,45,1,False,,0
2025-06-10 18:04:00,S003,50_Feet_Road_South,43,28.88,0.358,1354.5,18,4,1,False,,0
2025-06-10 01:24:00,S004,Kumaraswamy_Layout_Bus_Stand,1,38.34,0.008,219.0,1,24,1,False,,0
2025-06-10 23:19:00,S004,Kumaraswamy_Layout_Bus_Stand,8,40.0,0.067,380.0,23,19,1,False,,0
2025-06-10 05:10:00,S004,Kumaraswamy_Layout_Bus_Stand,4,37.45,0.033,244.7,5,10,1,False,,0
2025-06-10 16:32:00,S004,Kumaraswamy_Layout_Bus_Stand,93,12.4,0.775,226.9,16,32,1,False,,0
2025-06-10 02:23:00,S003,50_Feet_Road_South,0,32.09,0.0,339.4,2,23,1,False,,0
2025-06-10 00:23:00,S001,DSCE_Main_Gate,2,38.24,0.017,259.2,0,23,1,False,,0
2025-06-10 20:21:00,S003,50_Feet_Road_South,27,30.61,0.225,1797.9,20,21,1,False,,0
2025-06-10 09:55:00,S004,Kumaraswamy_Layout_Bus_Stand,49,24.0,0.408,323.8,9,55,1,False,,0
2025-06-10 07:42:00,S002,50_Feet_Road_North,34,33.09,0.283,297.1,7,42,1,False,,0
2025-06-10 06:18:00,S004,Kumaraswamy_Layout_Bus_Stand,13,40.0,0.108,262.0,6,18,1,False,,0
2025-06-10 23:09:00,S004,Kumaraswamy_Layout_Bus_Stand,7,40.0,0.058,394.6,23,9,1,False,,0
2025-06-10 12:39:00,S004,Kumaraswamy_Layout_Bus_Stand,33,33.19,0.275,56.2,12,39,1,False,,0
2025-06-10 06:16:00,S003,50_Feet_Road_South,16,39.34,0.133,492.3,6,16,1,False,,0
2025-06-10 16:40:00,S004,Kumaraswamy_Layout_Bus_Stand,78,16.54,0.65,264.3,16,40,1,False,,0
2025-06-10 23:58:00,S001,DSCE_Main_Gate,8,36.2,0.067,107.6,23,58,1,False,,0
2025-06-10 09:46:00,S001,DSCE_Main_Gate,41,27.67,0.342,354.9,9,46,1,False,,0
2025-06-10 11:31:00,S003,50_Feet_Road_South,26,27.16,0.217,439.0,11,31,1,False,,0
2025-06-10 23:28:00,S004,Kumaraswamy_Layout_Bus_Stand,7,39.54,0.058,427.6,23,28,1,False,,0
2025-06-10 15:47:00,S002,50_Feet_Road_North,27,36.62,0.225,227.1,15,47,1,False,,0
2025-06-10 18:50:00,S002,50_Feet_Road_North,34,26.38,0.283,303.1,18,50,1,False,,0
2025-06-10 19:30:00,S004,Kumaraswamy_Layout_Bus_Stand,30,31.43,0.25,475.0,19,30,1,False,,0
2025-06-10 20:53:00,S001,DSCE_Main_Gate,26,32.23,0.217,162.7,20,53,1,False,,0
2025-06-10 13:06:00,S002,50_Feet_Road_North,25,31.02,0.208,243.5,13,6,1,False,,0
2025-06-10 13:47:00,S003,50_Feet_Road_South,26,34.07,0.217,335.3,13,47,1,False,,0
2025-06-10 23:12:00,S004,Kumaraswamy_Layout_Bus_Stand,7,33.03,0.058,251.3,23,12,1,False,,0
2025-06-10 23:56:00,S001,DSCE_Main_Gate,8,40.0,0.067,109.7,23,56,1,False,,0
2025-06-10 11:52:00,S001,DSCE_Main_Gate,24,30.19,0.2,256.5,11,52,1,False,,0
2025-06-10 01:20:00,S004,Kumaraswamy_Layout_Bus_Stand,0,35.19,0.0,203.3,1,20,1,False,,0
2025-06-10 20:06:00,S002,50_Feet_Road_North,28,36.33,0.233,205.0,20,6,1,False,,0
2025-06-10 08:18:00,S003,50_Feet_Road_South,69,19.31,0.575,206.6,8,18,1,False,,0
2025-06-10 20:12:00,S001,DSCE_Main_Gate,20,32.13,0.167,347.0,20,12,1,False,,0
2025-06-10 02:40:00,S002,50_Feet_Road_North,1,40.0,0.008,481.6,2,40,1,False,,0
2025-06-10 16:08:00,S004,Kumaraswamy_Layout_Bus_Stand,91,12.0,0.758,199.7,16,8,1,False,,0
2025-06-10 11:25:00,S003,50_Feet_Road_South,27,30.66,0.225,201.4,11,25,1,False,,0
2025-06-10 00:15:00,S001,DSCE_Main_Gate,2,37.9,0.017,493.6,0,15,1,False,,0
2025-06-10 00:38:00,S003,50_Feet_Road_South,2,36.76,0.017,321.1,0,38,1,False,,0
2025-06-10 22:20:00,S004,Kumaraswamy_Layout_Bus_Stand,10,33.06,0.083,147.0,22,20,1,False,,0
2025-06-10 17:14:00,S004,Kumaraswamy_Layout_Bus_Stand,55,24.13,0.458,40.3,17,14,1,False,,0
2025-06-10 00:28:00,S003,50_Feet_Road_South,2,37.36,0.017,25.9,0,28,1,False,,0
2025-06-10 12:28:00,S001,DSCE_Main_Gate,28,27.36,0.233,258.5,12,28,1,False,,0
2025-06-10 11:31:00,S004,Kumaraswamy_Layout_Bus_Stand,21,36.98,0.175,174.4,11,31,1,False,,0
2025-06-10 09:13:00,S001,DSCE_Main_Gate,57,23.31,0.475,433.1,9,13,1,False,,0
2025-06-10 22:35:00,S003,50_Feet_Road_South,15,34.98,0.125,365.8,22,35,1,False,,0
