timestamp,sensor_id,intersection,vehicle_count,avg_speed,lane_occupancy,network_latency,day_of_week,is_attack,label
2025-06-18 06:10:00,S003,50_Feet_Road_South,16,43.35,0.123,231.8,2,False,0
2025-08-07 16:10:00,S001,DSCE_Main_Gate,82,25.64,0.631,358.2,3,False,0
2025-07-03 20:30:00,S004,Kumaraswamy_Layout_Bus_Stand,23,36.65,0.177,129.9,3,False,0
2025-09-06 03:47:00,S004,Kumaraswamy_Layout_Bus_Stand,0,45.0,0.0,52.3,5,False,0
2025-07-09 17:39:00,S004,Kumaraswamy_Layout_Bus_Stand,62,28.56,0.477,245.1,2,False,0
2025-07-19 10:52:00,S003,50_Feet_Road_South,19,37.82,0.146,219.7,5,False,0
2025-06-18 19:01:00,S001,DSCE_Main_Gate,27,38.35,0.208,113.2,2,False,0
2025-07-17 04:55:00,S001,DSCE_Main_Gate,1,45.0,0.008,102.3,3,False,0
2025-06-21 00:08:00,S002,50_Feet_Road_North,1,43.49,0.008,364.5,5,False,0
2025-07-07 20:39:00,S004,Kumaraswamy_Layout_Bus_Stand,25,40.9,0.192,263.3,0,False,0
2025-06-12 04:19:00,S002,50_Feet_Road_North,1,45.0,0.008,327.6,3,False,0
2025-06-25 14:11:00,S004,Kumaraswamy_Layout_Bus_Stand,27,45.0,0.208,490.8,2,False,0
2025-08-06 13:09:00,S003,50_Feet_Road_South,28,38.38,0.215,219.1,2,False,0
2025-08-04 07:55:00,S001,DSCE_Main_Gate,30,44.33,0.231,442.9,0,False,0
2025-08-22 23:00:00,S001,DSCE_Main_Gate,6,45.0,0.046,60.4,4,False,0
2025-06-11 06:37:00,S003,50_Feet_Road_South,15,36.17,0.115,326.4,2,False,0
2025-07-14 13:31:00,S002,50_Feet_Road_North,25,36.37,0.192,205.7,0,False,0
2025-08-13 14:32:00,S004,Kumaraswamy_Layout_Bus_Stand,23,37.98,0.177,435.2,2,False,0
2025-08-12 23:39:00,S004,Kumaraswamy_Layout_Bus_Stand,8,40.71,0.062,316.0,1,False,0
2025-07-15 17:37:00,S002,50_Feet_Road_North,63,27.23,0.485,374.0,1,False,0
2025-07-19 23:16:00,S001,DSCE_Main_Gate,4,45.0,0.031,16.4,5,False,0
2025-07-05 13:20:00,S001,DSCE_Main_Gate,17,41.16,0.131,469.7,5,False,0
2025-07-17 05:53:00,S003,50_Feet_Road_South,4,45.0,0.031,91.8,3,False,0
2025-09-06 07:23:00,S004,Kumaraswamy_Layout_Bus_Stand,20,34.11,0.154,39.1,5,False,0
2025-06-15 16:27:00,S001,DSCE_Main_Gate,55,32.93,0.423,471.9,6,False,0
2025-07-25 10:16:00,S004,Kumaraswamy_Layout_Bus_Stand,31,41.25,0.238,277.1,4,False,0
2025-07-18 05:58:00,S002,50_Feet_Road_North,4,45.0,0.031,126.7,4,False,0
2025-06-19 02:48:00,S003,50_Feet_Road_South,0,45.0,0.0,411.0,3,False,0
2025-08-01 04:09:00,S001,DSCE_Main_Gate,2,45.0,0.015,398.4,4,False,0
2025-08-09 00:38:00,S003,50_Feet_Road_South,1,45.0,0.008,233.5,5,False,0
2025-07-24 11:30:00,S003,50_Feet_Road_South,21,34.75,0.162,451.1,3,False,0
2025-06-18 10:11:00,S002,50_Feet_Road_North,35,43.0,0.269,317.8,2,False,0
2025-08-31 20:00:00,S001,DSCE_Main_Gate,14,40.4,0.108,345.0,6,False,0
2025-09-05 15:59:00,S002,50_Feet_Road_North,30,35.13,0.231,66.6,4,False,0
2025-08-14 23:52:00,S004,Kumaraswamy_Layout_Bus_Stand,7,44.27,0.054,127.5,3,False,0
2025-07-29 20:22:00,S003,50_Feet_Road_South,28,32.72,0.215,354.4,1,False,0
2025-06-18 08:24:00,S001,DSCE_Main_Gate,87,21.25,0.669,495.8,2,False,0
2025-07-23 07:14:00,S002,50_Feet_Road_North,36,37.03,0.277,275.0,2,False,0
2025-08-04 03:00:00,S002,50_Feet_Road_North,1,43.35,0.008,53.1,0,False,0
2025-06-20 23:03:00,S004,Kumaraswamy_Layout_Bus_Stand,9,43.08,0.069,425.4,4,False,0
2025-08-25 08:23:00,S004,Kumaraswamy_Layout_Bus_Stand,78,24.08,0.6,123.0,0,False,0
2025-08-10 18:58:00,S001,DSCE_Main_Gate,21,39.77,0.162,44.8,6,False,0
2025-08-17 01:28:00,S002,50_Feet_Road_North,0,45.0,0.0,281.7,6,False,0
2025-09-06 01:12:00,S003,50_Feet_Road_South,0,45.0,0.0,45.6,5,False,0
2025-07-09 14:52:00,S003,50_Feet_Road_South,27,39.17,0.208,66.0,2,False,0
2025-08-20 20:30:00,S001,DSCE_Main_Gate,25,36.16,0.192,190.3,2,False,0
2025-06-28 06:50:00,S004,Kumaraswamy_Layout_Bus_Stand,8,45.0,0.062,144.0,5,False,0
2025-06-11 23:15:00,S002,50_Feet_Road_North,6,39.17,0.046,173.2,2,False,0
2025-06-28 15:34:00,S004,Kumaraswamy_Layout_Bus_Stand,14,40.47,0.108,257.4,5,False,0
2025-07-12 22:30:00,S004,Kumaraswamy_Layout_Bus_Stand,9,41.5,0.069,239.7,5,False,0
2025-07-27 01:48:00,S004,Kumaraswamy_Layout_Bus_Stand,0,37.26,0.0,258.0,6,False,0
2025-06-13 17:47:00,S001,DSCE_Main_Gate,58,32.69,0.446,317.5,4,False,0
2025-08-16 23:29:00,S002,50_Feet_Road_North,4,43.85,0.031,121.1,5,False,0
2025-08-02 03:33:00,S003,50_Feet_Road_South,0,43.41,0.0,225.7,5,False,0
2025-06-21 10:02:00,S001,DSCE_Main_Gate,18,40.58,0.138,38.7,5,False,0
2025-06-11 09:34:00,S004,Kumaraswamy_Layout_Bus_Stand,58,28.72,0.446,186.9,2,False,0
2025-08-01 11:50:00,S003,50_Feet_Road_South,19,45.0,0.146,362.4,4,False,0
2025-06-24 01:31:00,S003,50_Feet_Road_South,0,45.0,0.0,129.1,1,False,0
2025-06-17 08:31:00,S002,50_Feet_Road_North,81,24.32,0.623,170.2,1,False,0
2025-07-12 11:31:00,S002,50_Feet_Road_North,16,37.34,0.123,12.2,5,False,0
2025-07-30 02:07:00,S001,DSCE_Main_Gate,1,44.03,0.008,458.5,2,False,0
2025-07-23 20:22:00,S001,DSCE_Main_Gate,25,36.03,0.192,80.8,2,False,0
2025-09-06 06:10:00,S004,Kumaraswamy_Layout_Bus_Stand,9,45.0,0.069,497.0,5,False,0
2025-08-28 16:00:00,S003,50_Feet_Road_South,68,24.12,0.523,167.9,3,False,0
2025-09-02 03:09:00,S004,Kumaraswamy_Layout_Bus_Stand,1,42.69,0.008,97.9,1,False,0
2025-08-03 13:44:00,S003,50_Feet_Road_South,15,43.8,0.115,376.4,6,False,0
2025-07-17 01:46:00,S004,Kumaraswamy_Layout_Bus_Stand,1,45.0,0.008,472.5,3,False,0
2025-06-12 21:32:00,S004,Kumaraswamy_Layout_Bus_Stand,18,40.54,0.138,298.2,3,False,0
2025-06-12 09:12:00,S004,Kumaraswamy_Layout_Bus_Stand,51,28.2,0.392,227.5,3,False,0
2025-08-31 06:31:00,S003,50_Feet_Road_South,7,42.5,0.054,181.2,6,False,0
2025-06-13 17:22:00,S004,Kumaraswamy_Layout_Bus_Stand,68,28.94,0.523,63.1,4,False,0
2025-09-07 03:24:00,S001,DSCE_Main_Gate,0,40.53,0.0,172.8,6,False,0
2025-08-27 12:20:00,S003,50_Feet_Road_South,29,45.0,0.223,88.7,2,False,0
2025-09-01 11:27:00,S001,DSCE_Main_Gate,25,38.26,0.192,16.5,0,False,0
2025-07-25 09:50:00,S003,50_Feet_Road_South,61,28.79,0.469,92.8,4,False,0
2025-07-09 20:58:00,S001,DSCE_Main_Gate,22,39.51,0.169,147.1,2,False,0
2025-06-28 10:09:00,S002,50_Feet_Road_North,17,38.76,0.131,148.0,5,False,0
2025-06-27 21:32:00,S003,50_Feet_Road_South,21,32.67,0.162,79.2,4,False,0
2025-08-09 15:44:00,S004,Kumaraswamy_Layout_Bus_Stand,16,41.42,0.123,240.4,5,False,0
2025-08-13 20:37:00,S002,50_Feet_Road_North,27,37.29,0.208,372.2,2,False,0
2025-09-04 09:48:00,S004,Kumaraswamy_Layout_Bus_Stand,55,34.08,0.423,345.8,3,False,0
2025-08-06 08:29:00,S003,50_Feet_Road_South,82,22.66,0.631,233.6,2,False,0
2025-08-26 01:41:00,S001,DSCE_Main_Gate,1,41.87,0.008,481.3,1,False,0
2025-06-16 03:57:00,S002,50_Feet_Road_North,0,45.0,0.0,449.5,0,False,0
2025-08-27 01:37:00,S003,50_Feet_Road_South,1,41.3,0.008,58.6,2,False,0
2025-06-17 15:54:00,S001,DSCE_Main_Gate,28,36.09,0.215,394.8,1,False,0
2025-07-18 16:29:00,S001,DSCE_Main_Gate,116,12.64,0.892,176.4,4,False,0
2025-06-25 12:22:00,S004,Kumaraswamy_Layout_Bus_Stand,33,33.39,0.254,367.7,2,False,0
2025-07-26 12:49:00,S001,DSCE_Main_Gate,15,42.84,0.115,150.8,5,False,0
2025-06-18 01:35:00,S001,DSCE_Main_Gate,1,44.89,0.008,440.1,2,False,0
2025-06-24 04:13:00,S002,50_Feet_Road_North,1,45.0,0.008,90.5,1,False,0
2025-06-19 13:53:00,S003,50_Feet_Road_South,24,35.02,0.185,329.0,3,False,0
2025-07-30 12:09:00,S001,DSCE_Main_Gate,29,29.56,0.223,186.1,2,False,0
2025-07-13 13:08:00,S001,DSCE_Main_Gate,16,45.0,0.123,492.6,6,False,0
2025-06-14 18:54:00,S003,50_Feet_Road_South,26,37.51,0.2,18.9,5,False,0
2025-07-29 09:34:00,S003,50_Feet_Road_South,53,29.65,0.408,434.6,1,False,0
2025-08-22 06:52:00,S002,50_Feet_Road_North,14,42.88,0.108,40.7,4,False,0
2025-06-19 01:53:00,S001,DSCE_Main_Gate,1,45.0,0.008,497.9,3,False,0
2025-07-19 10:13:00,S001,DSCE_Main_Gate,17,45.0,0.131,278.1,5,False,0
2025-07-09 16:31:00,S001,DSCE_Main_Gate,117,14.06,0.9,68.9,2,False,0
2025-07-16 19:13:00,S001,DSCE_Main_Gate,28,34.41,0.215,244.7,2,False,0
2025-07-18 05:16:00,S004,Kumaraswamy_Layout_Bus_Stand,5,42.18,0.038,145.9,4,False,0
2025-08-16 07:37:00,S001,DSCE_Main_Gate,20,33.31,0.154,252.4,5,False,0
2025-07-14 11:48:00,S004,Kumaraswamy_Layout_Bus_Stand,29,39.86,0.223,31.0,0,False,0
2025-08-15 13:30:00,S004,Kumaraswamy_Layout_Bus_Stand,24,44.49,0.185,450.9,4,False,0
2025-08-01 06:22:00,S001,DSCE_Main_Gate,12,45.0,0.092,379.1,4,False,0
2025-08-30 21:49:00,S001,DSCE_Main_Gate,11,41.05,0.085,310.9,5,False,0
2025-07-27 18:15:00,S004,Kumaraswamy_Layout_Bus_Stand,23,42.74,0.177,285.8,6,False,0
2025-06-11 15:32:00,S002,50_Feet_Road_North,29,38.83,0.223,445.1,2,False,0
2025-06-15 13:04:00,S003,50_Feet_Road_South,19,36.33,0.146,245.0,6,False,0
2025-07-10 22:48:00,S003,50_Feet_Road_South,12,45.0,0.092,45.3,3,False,0
2025-07-01 20:45:00,S003,50_Feet_Road_South,20,36.93,0.154,247.7,1,False,0
2025-08-31 15:18:00,S001,DSCE_Main_Gate,16,45.0,0.123,105.0,6,False,0
2025-08-14 10:31:00,S001,DSCE_Main_Gate,29,44.76,0.223,105.2,3,False,0
2025-08-31 10:17:00,S003,50_Feet_Road_South,17,39.45,0.131,307.0,6,False,0
2025-08-01 21:23:00,S002,50_Feet_Road_North,22,37.09,0.169,488.9,4,False,0
2025-08-28 19:11:00,S004,Kumaraswamy_Layout_Bus_Stand,28,41.92,0.215,41.9,3,False,0
2025-07-30 03:15:00,S001,DSCE_Main_Gate,1,45.0,0.008,444.6,2,False,0
2025-07-27 11:38:00,S001,DSCE_Main_Gate,14,38.85,0.108,110.4,6,False,0
2025-09-02 03:11:00,S002,50_Feet_Road_North,1,45.0,0.008,34.2,1,False,0
2025-07-19 20:52:00,S001,DSCE_Main_Gate,15,39.12,0.115,321.0,5,False,0
2025-08-25 00:25:00,S004,Kumaraswamy_Layout_Bus_Stand,1,45.0,0.008,148.6,0,False,0
2025-08-05 22:08:00,S003,50_Feet_Road_South,15,40.96,0.115,441.3,1,False,0
2025-06-18 15:06:00,S004,Kumaraswamy_Layout_Bus_Stand,30,36.71,0.231,239.1,2,False,0
2025-09-03 20:27:00,S003,50_Feet_Road_South,25,33.49,0.192,483.0,2,False,0
2025-07-24 05:00:00,S002,50_Feet_Road_North,6,45.0,0.046,275.8,3,False,0
2025-06-17 23:45:00,S004,Kumaraswamy_Layout_Bus_Stand,7,45.0,0.054,227.1,1,False,0
2025-07-24 11:10:00,S001,DSCE_Main_Gate,26,38.04,0.2,225.3,3,False,0
2025-06-30 01:07:00,S002,50_Feet_Road_North,1,41.78,0.008,421.6,0,False,0
2025-08-25 13:12:00,S001,DSCE_Main_Gate,28,33.97,0.215,491.6,0,False,0
2025-06-15 20:59:00,S001,DSCE_Main_Gate,15,42.29,0.115,370.8,6,False,0
2025-07-28 15:50:00,S003,50_Feet_Road_South,26,39.64,0.2,230.2,0,False,0
2025-06-20 01:16:00,S001,DSCE_Main_Gate,0,45.0,0.0,427.6,4,False,0
2025-07-10 01:09:00,S003,50_Feet_Road_South,1,45.0,0.008,140.9,3,False,0
2025-06-11 14:29:00,S002,50_Feet_Road_North,23,39.4,0.177,116.8,2,False,0
2025-06-12 23:26:00,S002,50_Feet_Road_North,8,45.0,0.062,489.3,3,False,0
2025-08-26 18:20:00,S002,50_Feet_Road_North,35,37.24,0.269,31.5,1,False,0
2025-06-15 09:27:00,S004,Kumaraswamy_Layout_Bus_Stand,34,34.53,0.262,204.5,6,False,0
2025-08-04 00:51:00,S001,DSCE_Main_Gate,1,43.45,0.008,250.9,0,False,0
2025-08-20 10:59:00,S001,DSCE_Main_Gate,24,35.09,0.185,39.0,2,False,0
2025-08-16 18:15:00,S004,Kumaraswamy_Layout_Bus_Stand,24,42.57,0.185,39.9,5,False,0
2025-06-16 23:41:00,S002,50_Feet_Road_North,8,45.0,0.062,437.0,0,False,0
2025-08-23 20:02:00,S004,Kumaraswamy_Layout_Bus_Stand,12,45.0,0.092,239.4,5,False,0
2025-08-21 20:15:00,S001,DSCE_Main_Gate,26,38.77,0.2,488.2,3,False,0
2025-07-27 06:32:00,S001,DSCE_Main_Gate,9,43.72,0.069,356.5,6,False,0
2025-08-10 02:52:00,S004,Kumaraswamy_Layout_Bus_Stand,0,45.0,0.0,480.2,6,False,0
2025-07-23 10:03:00,S003,50_Feet_Road_South,24,42.6,0.185,420.1,2,False,0
2025-08-27 22:38:00,S004,Kumaraswamy_Layout_Bus_Stand,14,45.0,0.108,44.6,2,False,0
2025-06-20 13:02:00,S001,DSCE_Main_Gate,27,37.74,0.208,77.1,4,False,0
2025-09-01 09:17:00,S004,Kumaraswamy_Layout_Bus_Stand,52,33.33,0.4,370.2,0,False,0
2025-06-30 07:48:00,S001,DSCE_Main_Gate,34,38.63,0.262,354.0,0,False,0
2025-06-18 18:13:00,S002,50_Feet_Road_North,46,37.02,0.354,182.3,2,False,0
2025-06-20 19:11:00,S004,Kumaraswamy_Layout_Bus_Stand,37,31.55,0.285,181.5,4,False,0
2025-06-28 18:13:00,S002,50_Feet_Road_North,20,37.65,0.154,369.8,5,False,0
2025-06-25 03:40:00,S001,DSCE_Main_Gate,0,45.0,0.0,346.4,2,False,0
2025-08-11 10:06:00,S003,50_Feet_Road_South,30,39.11,0.231,285.7,0,False,0
2025-08-06 16:04:00,S004,Kumaraswamy_Layout_Bus_Stand,82,18.16,0.631,142.7,2,False,0
2025-09-06 07:03:00,S004,Kumaraswamy_Layout_Bus_Stand,21,41.06,0.162,391.8,5,False,0
2025-08-28 00:04:00,S002,50_Feet_Road_North,1,43.52,0.008,476.0,3,False,0
2025-08-22 14:05:00,S002,50_Feet_Road_North,22,35.59,0.169,466.6,4,False,0
2025-08-30 01:35:00,S003,50_Feet_Road_South,0,45.0,0.0,305.8,5,False,0
2025-07-24 13:20:00,S002,50_Feet_Road_North,22,38.63,0.169,47.0,3,False,0
2025-08-05 10:42:00,S004,Kumaraswamy_Layout_Bus_Stand,28,38.77,0.215,474.2,1,False,0
2025-09-04 15:25:00,S004,Kumaraswamy_Layout_Bus_Stand,32,39.96,0.246,159.4,3,False,0
2025-08-17 02:39:00,S002,50_Feet_Road_North,0,44.37,0.0,256.2,6,False,0
2025-07-14 01:01:00,S002,50_Feet_Road_North,1,43.87,0.008,401.7,0,False,0
2025-08-20 02:24:00,S002,50_Feet_Road_North,1,45.0,0.008,275.5,2,False,0
2025-07-02 19:33:00,S001,DSCE_Main_Gate,29,35.25,0.223,298.0,2,False,0
2025-07-15 21:30:00,S003,50_Feet_Road_South,21,43.12,0.162,418.0,1,False,0
2025-06-14 06:46:00,S004,Kumaraswamy_Layout_Bus_Stand,9,45.0,0.069,73.0,5,False,0
2025-07-04 06:02:00,S004,Kumaraswamy_Layout_Bus_Stand,17,39.63,0.131,90.6,4,False,0
2025-08-06 10:43:00,S004,Kumaraswamy_Layout_Bus_Stand,26,41.82,0.2,184.8,2,False,0
2025-06-17 18:24:00,S004,Kumaraswamy_Layout_Bus_Stand,37,30.53,0.285,108.5,1,False,0
2025-07-09 09:22:00,S001,DSCE_Main_Gate,61,27.73,0.469,69.7,2,False,0
2025-07-12 11:31:00,S004,Kumaraswamy_Layout_Bus_Stand,15,41.6,0.115,69.5,5,False,0
2025-08-27 22:29:00,S004,Kumaraswamy_Layout_Bus_Stand,17,36.39,0.131,47.4,2,False,0
2025-06-14 17:37:00,S004,Kumaraswamy_Layout_Bus_Stand,32,31.52,0.246,184.6,5,False,0
2025-09-02 02:36:00,S004,Kumaraswamy_Layout_Bus_Stand,1,45.0,0.008,325.8,1,False,0
2025-07-19 08:14:00,S001,DSCE_Main_Gate,46,35.25,0.354,140.9,5,False,0
2025-06-30 19:53:00,S003,50_Feet_Road_South,33,38.76,0.254,223.7,0,False,0
2025-08-10 10:15:00,S003,50_Feet_Road_South,19,35.79,0.146,29.9,6,False,0
2025-09-01 00:54:00,S001,DSCE_Main_Gate,2,39.93,0.015,302.7,0,False,0
2025-06-15 07:09:00,S003,50_Feet_Road_South,18,37.16,0.138,292.9,6,False,0
2025-09-01 18:42:00,S003,50_Feet_Road_South,36,38.89,0.277,397.8,0,False,0
2025-06-22 22:12:00,S004,Kumaraswamy_Layout_Bus_Stand,8,42.57,0.062,285.1,6,False,0
2025-06-14 09:39:00,S001,DSCE_Main_Gate,30,37.45,0.231,15.2,5,False,0
2025-08-01 23:01:00,S003,50_Feet_Road_South,7,45.0,0.054,175.8,4,False,0
2025-07-11 10:09:00,S002,50_Feet_Road_North,26,40.93,0.2,197.8,4,False,0
2025-09-03 13:36:00,S003,50_Feet_Road_South,23,35.55,0.177,180.9,2,False,0
2025-06-18 17:06:00,S003,50_Feet_Road_South,60,28.11,0.462,459.1,2,False,0
2025-08-06 10:00:00,S004,Kumaraswamy_Layout_Bus_Stand,29,36.84,0.223,100.8,2,False,0
2025-09-02 15:46:00,S004,Kumaraswamy_Layout_Bus_Stand,31,35.65,0.238,397.0,1,False,0
2025-06-30 01:51:00,S001,DSCE_Main_Gate,1,45.0,0.008,244.0,0,False,0
2025-08-22 21:35:00,S001,DSCE_Main_Gate,21,38.88,0.162,410.9,4,False,0
2025-08-11 23:39:00,S001,DSCE_Main_Gate,8,45.0,0.062,370.8,0,False,0
2025-06-14 17:15:00,S003,50_Feet_Road_South,34,39.04,0.262,64.6,5,False,0
2025-07-29 22:42:00,S004,Kumaraswamy_Layout_Bus_Stand,14,34.02,0.108,60.0,1,False,0
2025-07-23 17:55:00,S003,50_Feet_Road_South,54,30.84,0.415,472.6,2,False,0
2025-08-30 03:54:00,S002,50_Feet_Road_North,0,45.0,0.0,343.7,5,False,0
2025-06-23 01:11:00,S003,50_Feet_Road_South,0,45.0,0.0,33.9,0,False,0
2025-07-16 05:05:00,S003,50_Feet_Road_South,5,45.0,0.038,409.5,2,False,0
2025-08-24 13:20:00,S001,DSCE_Main_Gate,15,42.16,0.115,374.3,6,False,0
2025-09-01 06:11:00,S004,Kumaraswamy_Layout_Bus_Stand,13,45.0,0.1,311.2,0,False,0
2025-07-27 22:10:00,S001,DSCE_Main_Gate,11,34.96,0.085,306.3,6,False,0
2025-06-17 16:39:00,S002,50_Feet_Road_North,87,19.87,0.669,211.8,1,False,0
2025-07-21 00:33:00,S004,Kumaraswamy_Layout_Bus_Stand,1,39.15,0.008,325.8,0,False,0
2025-08-08 11:57:00,S001,DSCE_Main_Gate,24,33.81,0.185,357.9,4,False,0
2025-08-10 21:41:00,S001,DSCE_Main_Gate,12,44.21,0.092,200.6,6,False,0
2025-06-21 11:32:00,S002,50_Feet_Road_North,13,44.46,0.1,137.6,5,False,0
2025-07-06 17:06:00,S003,50_Feet_Road_South,33,41.81,0.254,436.2,6,False,0
2025-07-24 19:49:00,S004,Kumaraswamy_Layout_Bus_Stand,30,38.88,0.231,466.7,3,False,0
2025-07-25 06:56:00,S002,50_Feet_Road_North,14,45.0,0.108,35.8,4,False,0
2025-07-18 15:10:00,S003,50_Feet_Road_South,27,38.35,0.208,266.3,4,False,0
2025-06-19 21:40:00,S001,DSCE_Main_Gate,20,37.48,0.154,443.1,3,False,0
2025-08-29 23:40:00,S004,Kumaraswamy_Layout_Bus_Stand,7,42.96,0.054,170.1,4,False,0
2025-07-21 21:17:00,S003,50_Feet_Road_South,22,40.0,0.169,476.7,0,False,0
2025-07-01 23:15:00,S002,50_Feet_Road_North,7,45.0,0.054,104.8,1,False,0
2025-06-26 06:03:00,S004,Kumaraswamy_Layout_Bus_Stand,17,45.0,0.131,405.9,3,False,0
2025-08-24 12:48:00,S002,50_Feet_Road_North,18,45.0,0.138,264.4,6,False,0
2025-07-22 14:10:00,S004,Kumaraswamy_Layout_Bus_Stand,25,37.01,0.192,182.0,1,False,0
2025-06-17 15:49:00,S002,50_Feet_Road_North,32,33.09,0.246,400.2,1,False,0
2025-08-17 09:41:00,S001,DSCE_Main_Gate,32,39.0,0.246,216.2,6,False,0
2025-09-05 07:51:00,S001,DSCE_Main_Gate,28,41.19,0.215,157.3,4,False,0
2025-07-31 21:22:00,S004,Kumaraswamy_Layout_Bus_Stand,19,34.41,0.146,461.3,3,False,0
2025-07-06 05:43:00,S001,DSCE_Main_Gate,3,45.0,0.023,252.7,6,False,0
2025-08-12 13:25:00,S003,50_Feet_Road_South,29,36.22,0.223,117.3,1,False,0
2025-08-20 20:52:00,S004,Kumaraswamy_Layout_Bus_Stand,23,38.68,0.177,396.8,2,False,0
2025-06-28 06:51:00,S004,Kumaraswamy_Layout_Bus_Stand,8,32.94,0.062,151.5,5,False,0
2025-07-16 04:47:00,S004,Kumaraswamy_Layout_Bus_Stand,1,45.0,0.008,194.8,2,False,0
2025-08-29 02:02:00,S004,Kumaraswamy_Layout_Bus_Stand,0,37.98,0.0,439.4,4,False,0
2025-08-26 17:52:00,S003,50_Feet_Road_South,66,29.29,0.508,331.4,1,False,0
2025-08-24 18:04:00,S002,50_Feet_Road_North,22,42.55,0.169,128.7,6,False,0
2025-06-20 03:38:00,S004,Kumaraswamy_Layout_Bus_Stand,0,44.02,0.0,309.8,4,False,0
2025-07-30 22:03:00,S003,50_Feet_Road_South,15,37.98,0.115,56.6,2,False,0
2025-07-10 23:31:00,S002,50_Feet_Road_North,9,39.49,0.069,276.8,3,False,0
2025-08-13 03:13:00,S001,DSCE_Main_Gate,1,42.95,0.008,356.6,2,False,0
2025-08-06 06:31:00,S001,DSCE_Main_Gate,13,40.07,0.1,133.5,2,False,0
2025-07-03 23:38:00,S003,50_Feet_Road_South,7,45.0,0.054,304.6,3,False,0
2025-06-14 20:15:00,S001,DSCE_Main_Gate,14,39.05,0.108,386.6,5,False,0
2025-06-21 01:34:00,S003,50_Feet_Road_South,0,45.0,0.0,312.9,5,False,0
2025-08-25 05:11:00,S002,50_Feet_Road_North,5,45.0,0.038,156.6,0,False,0
2025-06-10 08:29:00,S002,50_Feet_Road_North,75,21.88,0.577,83.2,1,False,0
2025-06-26 06:21:00,S004,Kumaraswamy_Layout_Bus_Stand,15,44.14,0.115,256.8,3,False,0
2025-08-31 17:25:00,S004,Kumaraswamy_Layout_Bus_Stand,37,27.28,0.285,463.5,6,False,0
2025-09-02 03:01:00,S001,DSCE_Main_Gate,0,42.91,0.0,423.9,1,False,0
2025-06-28 10:51:00,S002,50_Feet_Road_North,17,39.75,0.131,355.3,5,False,0
2025-07-27 00:56:00,S004,Kumaraswamy_Layout_Bus_Stand,1,40.08,0.008,379.7,6,False,0
