timestamp,sensor_id,intersection,vehicle_count,avg_speed,lane_occupancy,network_latency,day_of_week,is_attack,attack_type,label
2025-09-03 10:38:00,S002,50_Feet_Road_North,26,30.2,0.2,396.3,2,False,,0
2025-06-28 22:17:00,S002,50_Feet_Road_North,7,33.61,0.054,334.5,5,False,,0
2025-08-17 11:13:00,S002,50_Feet_Road_North,12,41.0,0.092,498.6,6,False,,0
2025-08-28 20:28:00,S002,50_Feet_Road_North,24,41.0,0.185,280.1,3,False,,0
2025-08-03 03:17:00,S001,DSCE_Main_Gate,0,39.45,0.0,429.8,6,False,,0
2025-06-15 04:42:00,S004,Kumaraswamy_Layout_Bus_Stand,0,41.0,0.0,153.3,6,False,,0
2025-06-10 19:26:00,S003,50_Feet_Road_South,27,35.62,0.208,77.7,1,False,,0
2025-06-25 07:55:00,S004,Kumaraswamy_Layout_Bus_Stand,33,39.42,0.254,45.6,2,False,,0
2025-06-25 03:06:00,S003,50_Feet_Road_South,1,39.98,0.008,350.4,2,False,,0
2025-07-25 10:41:00,S001,DSCE_Main_Gate,28,37.42,0.215,361.2,4,False,,0
2025-06-15 13:58:00,S002,50_Feet_Road_North,16,41.0,0.123,476.8,6,False,,0
2025-08-31 00:24:00,S002,50_Feet_Road_North,1,41.0,0.008,231.9,6,False,,0
2025-08-05 12:42:00,S003,50_Feet_Road_South,27,33.09,0.208,122.4,1,False,,0
2025-08-12 03:29:00,S002,50_Feet_Road_North,0,41.0,0.0,287.4,1,False,,0
2025-07-06 11:44:00,S002,50_Feet_Road_North,13,41.0,0.1,55.1,6,False,,0
2025-06-21 10:07:00,S001,DSCE_Main_Gate,18,41.0,0.138,384.4,5,False,,0
2025-06-18 22:35:00,S002,50_Feet_Road_North,15,41.0,0.115,35.9,2,False,,0
2025-06-29 03:56:00,S001,DSCE_Main_Gate,0,41.0,0.0,392.0,6,False,,0
2025-08-03 01:50:00,S002,50_Feet_Road_North,0,41.0,0.0,463.1,6,False,,0
2025-08-20 00:17:00,S004,Kumaraswamy_Layout_Bus_Stand,2,34.48,0.015,180.2,2,False,,0
2025-07-08 08:40:00,S003,50_Feet_Road_South,76,27.45,0.585,238.3,1,False,,0
2025-07-24 01:21:00,S002,50_Feet_Road_North,0,41.0,0.0,272.0,3,False,,0
2025-09-01 18:44:00,S003,50_Feet_Road_South,42,34.26,0.323,241.2,0,False,,0
2025-07-20 18:08:00,S002,50_Feet_Road_North,23,41.0,0.177,249.5,6,False,,0
2025-07-17 07:44:00,S002,50_Feet_Road_North,34,33.99,0.262,469.8,3,False,,0
2025-08-08 09:37:00,S002,50_Feet_Road_North,43,36.58,0.331,464.9,4,False,,0
2025-08-18 17:18:00,S002,50_Feet_Road_North,62,25.79,0.477,164.8,0,False,,0
2025-07-07 00:48:00,S002,50_Feet_Road_North,2,40.22,0.015,102.0,0,False,,0
2025-09-06 19:15:00,S002,50_Feet_Road_North,17,40.32,0.131,35.0,5,False,,0
2025-07-24 16:00:00,S002,50_Feet_Road_North,82,20.7,0.631,355.0,3,False,,0
2025-08-28 05:54:00,S004,Kumaraswamy_Layout_Bus_Stand,6,41.0,0.046,24.5,3,False,,0
2025-07-12 07:47:00,S001,DSCE_Main_Gate,24,36.15,0.185,428.1,5,False,,0
2025-08-11 12:45:00,S003,50_Feet_Road_South,25,41.0,0.192,93.9,0,False,,0
2025-08-29 20:55:00,S003,50_Feet_Road_South,23,33.43,0.177,348.6,4,False,,0
2025-08-05 13:46:00,S004,Kumaraswamy_Layout_Bus_Stand,30,35.95,0.231,112.7,1,False,,0
2025-07-10 15:39:00,S004,Kumaraswamy_Layout_Bus_Stand,30,34.31,0.231,391.0,3,False,,0
2025-07-30 03:49:00,S003,50_Feet_Road_South,1,41.0,0.008,195.3,2,False,,0
2025-06-16 20:20:00,S003,50_Feet_Road_South,28,38.57,0.215,327.6,0,False,,0
2025-08-17 22:25:00,S003,50_Feet_Road_South,8,37.39,0.062,416.2,6,False,,0
2025-06-21 19:30:00,S004,Kumaraswamy_Layout_Bus_Stand,19,41.0,0.146,43.2,5,False,,0
2025-07-16 21:56:00,S001,DSCE_Main_Gate,22,40.13,0.169,17.1,2,False,,0
2025-08-15 11:25:00,S004,Kumaraswamy_Layout_Bus_Stand,24,35.41,0.185,364.4,4,False,,0
2025-09-05 06:53:00,S002,50_Feet_Road_North,14,40.86,0.108,198.0,4,False,,0
2025-07-27 07:20:00,S001,DSCE_Main_Gate,22,38.53,0.169,224.6,6,False,,0
2025-08-04 23:31:00,S003,50_Feet_Road_South,8,41.0,0.062,463.9,0,False,,0
2025-08-27 19:32:00,S002,50_Feet_Road_North,26,32.92,0.2,410.0,2,False,,0
2025-08-07 03:00:00,S001,DSCE_Main_Gate,1,41.0,0.008,267.3,3,False,,0
2025-09-06 07:07:00,S003,50_Feet_Road_South,20,38.6,0.154,93.7,5,False,,0
2025-07-31 20:48:00,S004,Kumaraswamy_Layout_Bus_Stand,24,34.5,0.185,476.0,3,False,,0
2025-07-21 22:27:00,S002,50_Feet_Road_North,17,36.49,0.131,58.9,0,False,,0
2025-08-24 02:58:00,S004,Kumaraswamy_Layout_Bus_Stand,0,41.0,0.0,181.3,6,False,,0
2025-07-25 08:21:00,S002,50_Feet_Road_North,75,24.59,0.577,488.0,4,False,,0
2025-06-20 08:55:00,S004,Kumaraswamy_Layout_Bus_Stand,69,27.81,0.531,187.0,4,False,,0
2025-06-21 20:22:00,S001,DSCE_Main_Gate,16,41.0,0.123,233.3,5,False,,0
2025-07-07 19:58:00,S004,Kumaraswamy_Layout_Bus_Stand,33,36.39,0.254,412.3,0,False,,0
2025-08-17 20:16:00,S003,50_Feet_Road_South,15,41.0,0.115,237.2,6,False,,0
2025-06-10 01:42:00,S001,DSCE_Main_Gate,0,41.0,0.0,44.6,1,False,,0
2025-07-14 01:30:00,S002,50_Feet_Road_North,1,40.02,0.008,191.2,0,False,,0
2025-06-28 20:26:00,S003,50_Feet_Road_South,14,36.38,0.108,476.3,5,False,,0
2025-06-14 07:19:00,S002,50_Feet_Road_North,20,37.42,0.154,200.6,5,False,,0
2025-07-27 18:49:00,S003,50_Feet_Road_South,21,39.49,0.162,68.3,6,False,,0
2025-09-06 20:55:00,S003,50_Feet_Road_South,18,33.67,0.138,360.7,5,False,,0
2025-08-10 06:22:00,S003,50_Feet_Road_South,8,41.0,0.062,252.3,6,False,,0
2025-08-10 21:49:00,S001,DSCE_Main_Gate,13,40.65,0.1,216.8,6,False,,0
2025-07-29 09:02:00,S004,Kumaraswamy_Layout_Bus_Stand,128,7.67,0.985,1914.6,1,True,replay,1
2025-08-06 13:18:00,S004,Kumaraswamy_Layout_Bus_Stand,27,39.07,0.208,367.5,2,False,,0
2025-07-05 06:13:00,S003,50_Feet_Road_South,8,41.0,0.062,447.8,5,False,,0
2025-07-16 07:16:00,S003,50_Feet_Road_South,32,39.96,0.246,314.4,2,False,,0
2025-08-04 10:02:00,S002,50_Feet_Road_North,35,33.69,0.269,127.4,0,False,,0
2025-09-02 15:14:00,S004,Kumaraswamy_Layout_Bus_Stand,26,40.81,0.2,434.0,1,False,,0
2025-06-26 17:31:00,S003,50_Feet_Road_South,61,29.77,0.469,40.8,3,False,,0
2025-08-05 20:32:00,S003,50_Feet_Road_South,25,38.93,0.192,236.7,1,False,,0
2025-07-08 05:25:00,S002,50_Feet_Road_North,4,41.0,0.031,269.4,1,False,,0
2025-07-06 14:54:00,S001,DSCE_Main_Gate,14,41.0,0.108,186.8,6,False,,0
2025-08-06 22:35:00,S002,50_Feet_Road_North,14,32.17,0.108,133.9,2,False,,0
2025-06-25 23:05:00,S003,50_Feet_Road_South,7,41.0,0.054,179.6,2,False,,0
2025-08-11 20:15:00,S001,DSCE_Main_Gate,22,38.57,0.169,162.0,0,False,,0
2025-08-10 00:13:00,S003,50_Feet_Road_South,0,41.0,0.0,229.4,6,False,,0
2025-08-15 09:17:00,S003,50_Feet_Road_South,128,6.96,0.985,1940.9,4,True,replay,1
2025-09-02 10:57:00,S002,50_Feet_Road_North,31,35.53,0.238,316.5,1,False,,0
2025-06-19 18:26:00,S004,Kumaraswamy_Layout_Bus_Stand,38,31.01,0.292,179.9,3,False,,0
2025-07-21 11:24:00,S002,50_Feet_Road_North,24,33.89,0.185,366.0,0,False,,0
2025-09-01 23:34:00,S004,Kumaraswamy_Layout_Bus_Stand,8,37.09,0.062,220.0,0,False,,0
2025-08-15 20:28:00,S002,50_Feet_Road_North,23,39.43,0.177,38.8,4,False,,0
2025-07-05 03:24:00,S002,50_Feet_Road_North,0,40.05,0.0,32.3,5,False,,0
2025-07-14 10:48:00,S003,50_Feet_Road_South,32,36.69,0.246,392.6,0,False,,0
2025-08-28 20:58:00,S002,50_Feet_Road_North,27,41.0,0.208,171.2,3,False,,0
2025-07-03 20:05:00,S004,Kumaraswamy_Layout_Bus_Stand,22,41.0,0.169,61.9,3,False,,0
2025-08-10 13:11:00,S004,Kumaraswamy_Layout_Bus_Stand,12,39.18,0.092,124.8,6,False,,0
2025-07-01 23:04:00,S001,DSCE_Main_Gate,6,41.0,0.046,432.7,1,False,,0
2025-08-29 11:52:00,S003,50_Feet_Road_South,25,37.73,0.192,171.8,4,False,,0
2025-06-23 19:34:00,S003,50_Feet_Road_South,27,39.28,0.208,438.2,0,False,,0
2025-08-04 21:00:00,S001,DSCE_Main_Gate,24,41.0,0.185,264.8,0,False,,0
2025-07-08 02:34:00,S003,50_Feet_Road_South,1,41.0,0.008,101.4,1,False,,0
2025-08-26 18:47:00,S001,DSCE_Main_Gate,40,35.76,0.308,229.9,1,False,,0
2025-09-04 08:10:00,S004,Kumaraswamy_Layout_Bus_Stand,92,23.73,0.708,401.8,3,False,,0
2025-09-04 13:55:00,S003,50_Feet_Road_South,25,41.0,0.192,345.5,3,False,,0
2025-08-27 03:08:00,S004,Kumaraswamy_Layout_Bus_Stand,0,41.0,0.0,454.3,2,False,,0
2025-07-29 04:24:00,S001,DSCE_Main_Gate,2,41.0,0.015,441.3,1,False,,0
2025-08-11 05:59:00,S003,50_Feet_Road_South,5,41.0,0.038,266.3,0,False,,0
2025-07-30 06:16:00,S001,DSCE_Main_Gate,13,39.72,0.1,404.9,2,False,,0
2025-08-13 19:26:00,S004,Kumaraswamy_Layout_Bus_Stand,31,37.29,0.238,261.5,2,False,,0
2025-08-27 14:54:00,S004,Kumaraswamy_Layout_Bus_Stand,33,30.82,0.254,391.8,2,False,,0
2025-06-19 05:52:00,S003,50_Feet_Road_South,4,41.0,0.031,167.5,3,False,,0
2025-08-21 01:55:00,S001,DSCE_Main_Gate,0,41.0,0.0,442.8,3,False,,0
2025-08-21 03:49:00,S002,50_Feet_Road_North,0,41.0,0.0,47.8,3,False,,0
2025-09-05 23:33:00,S003,50_Feet_Road_South,6,41.0,0.046,402.8,4,False,,0
2025-07-25 02:48:00,S003,50_Feet_Road_South,1,41.0,0.008,487.9,4,False,,0
2025-08-09 01:03:00,S003,50_Feet_Road_South,0,41.0,0.0,16.5,5,False,,0
2025-07-08 01:38:00,S004,Kumaraswamy_Layout_Bus_Stand,1,41.0,0.008,12.5,1,False,,0
2025-08-29 06:49:00,S004,Kumaraswamy_Layout_Bus_Stand,13,41.0,0.1,377.3,4,False,,0
2025-08-02 15:36:00,S003,50_Feet_Road_South,17,38.66,0.131,27.3,5,False,,0
2025-06-29 10:53:00,S004,Kumaraswamy_Layout_Bus_Stand,17,41.0,0.131,255.3,6,False,,0
2025-08-18 09:56:00,S002,50_Feet_Road_North,46,31.65,0.354,220.1,0,False,,0
2025-08-14 12:04:00,S001,DSCE_Main_Gate,22,38.83,0.169,445.6,3,False,,0
2025-06-28 09:34:00,S002,50_Feet_Road_North,28,34.22,0.215,123.7,5,False,,0
2025-06-16 00:54:00,S001,DSCE_Main_Gate,1,38.97,0.008,247.0,0,False,,0
2025-08-25 20:33:00,S004,Kumaraswamy_Layout_Bus_Stand,28,38.93,0.215,473.3,0,False,,0
2025-08-01 11:44:00,S003,50_Feet_Road_South,30,36.35,0.231,360.4,4,False,,0
2025-06-11 15:18:00,S003,50_Feet_Road_South,29,37.22,0.223,50.8,2,False,,0
2025-07-27 16:58:00,S003,50_Feet_Road_South,50,30.01,0.385,252.6,6,False,,0
2025-07-31 13:03:00,S001,DSCE_Main_Gate,30,40.97,0.231,194.3,3,False,,0
2025-08-14 00:09:00,S003,50_Feet_Road_South,2,41.0,0.015,420.3,3,False,,0
2025-07-24 21:07:00,S001,DSCE_Main_Gate,19,41.0,0.146,403.8,3,False,,0
2025-07-15 08:13:00,S002,50_Feet_Road_North,77,20.12,0.592,420.4,1,False,,0
2025-07-13 03:14:00,S003,50_Feet_Road_South,0,41.0,0.0,93.5,6,False,,0
2025-08-22 04:33:00,S001,DSCE_Main_Gate,1,41.0,0.008,281.0,4,False,,0
2025-07-11 15:13:00,S002,50_Feet_Road_North,32,37.63,0.246,455.9,4,False,,0
2025-08-11 07:41:00,S002,50_Feet_Road_North,36,35.72,0.277,400.7,0,False,,0
2025-06-23 17:46:00,S001,DSCE_Main_Gate,60,31.16,0.462,484.9,0,False,,0
2025-06-19 13:02:00,S002,50_Feet_Road_North,29,38.19,0.223,466.6,3,False,,0
2025-06-12 00:13:00,S001,DSCE_Main_Gate,1,41.0,0.008,169.0,3,False,,0
2025-06-28 08:50:00,S003,50_Feet_Road_South,54,34.5,0.415,478.4,5,False,,0
2025-09-06 18:00:00,S003,50_Feet_Road_South,25,39.32,0.192,405.1,5,False,,0
2025-06-26 02:29:00,S003,50_Feet_Road_South,0,41.0,0.0,212.8,3,False,,0
2025-07-07 08:01:00,S001,DSCE_Main_Gate,79,24.87,0.608,393.8,0,False,,0
2025-08-27 01:36:00,S002,50_Feet_Road_North,0,41.0,0.0,460.1,2,False,,0
2025-09-02 07:26:00,S002,50_Feet_Road_North,32,32.85,0.246,301.4,1,False,,0
2025-07-16 18:59:00,S004,Kumaraswamy_Layout_Bus_Stand,31,41.0,0.238,173.3,2,False,,0
2025-08-30 12:10:00,S003,50_Feet_Road_South,20,37.4,0.154,313.4,5,False,,0
2025-07-22 21:23:00,S004,Kumaraswamy_Layout_Bus_Stand,19,41.0,0.146,414.9,1,False,,0
2025-08-19 18:43:00,S002,50_Feet_Road_North,40,32.53,0.308,384.7,1,False,,0
2025-08-17 02:32:00,S001,DSCE_Main_Gate,0,41.0,0.0,93.0,6,False,,0
2025-08-02 05:46:00,S002,50_Feet_Road_North,2,41.0,0.015,270.3,5,False,,0
2025-06-28 04:31:00,S003,50_Feet_Road_South,1,41.0,0.008,69.9,5,False,,0
2025-08-13 05:08:00,S003,50_Feet_Road_South,5,41.0,0.038,72.1,2,False,,0
2025-06-25 12:36:00,S002,50_Feet_Road_North,28,38.82,0.215,220.6,2,False,,0
2025-07-29 08:45:00,S003,50_Feet_Road_South,79,22.09,0.608,214.9,1,False,,0
2025-07-01 17:45:00,S004,Kumaraswamy_Layout_Bus_Stand,66,24.62,0.508,302.6,1,False,,0
2025-06-18 16:28:00,S002,50_Feet_Road_North,84,22.66,0.646,448.9,2,False,,0
2025-08-26 04:23:00,S002,50_Feet_Road_North,2,41.0,0.015,499.4,1,False,,0
2025-07-14 18:38:00,S001,DSCE_Main_Gate,43,32.77,0.331,86.3,0,False,,0
2025-07-07 17:28:00,S004,Kumaraswamy_Layout_Bus_Stand,50,34.54,0.385,350.4,0,False,,0
2025-08-25 17:13:00,S004,Kumaraswamy_Layout_Bus_Stand,58,30.9,0.446,499.1,0,False,,0
2025-06-27 21:16:00,S001,DSCE_Main_Gate,16,41.0,0.123,303.9,4,False,,0
2025-07-01 01:48:00,S003,50_Feet_Road_South,0,41.0,0.0,185.1,1,False,,0
2025-06-22 18:05:00,S002,50_Feet_Road_North,23,30.55,0.177,324.6,6,False,,0
2025-07-22 08:54:00,S003,50_Feet_Road_South,93,18.08,0.715,296.8,1,False,,0
2025-06-26 19:22:00,S002,50_Feet_Road_North,34,38.23,0.262,85.1,3,False,,0
2025-06-23 15:01:00,S004,Kumaraswamy_Layout_Bus_Stand,33,30.82,0.254,257.0,0,False,,0
2025-09-05 13:47:00,S002,50_Feet_Road_North,33,35.38,0.254,120.2,4,False,,0
2025-07-01 10:44:00,S001,DSCE_Main_Gate,28,34.94,0.215,353.5,1,False,,0
2025-06-28 21:34:00,S004,Kumaraswamy_Layout_Bus_Stand,13,38.3,0.1,384.6,5,False,,0
2025-08-14 09:17:00,S002,50_Feet_Road_North,129,5.12,0.992,1717.7,3,True,replay,1
2025-08-11 03:30:00,S001,DSCE_Main_Gate,1,41.0,0.008,197.0,0,False,,0
2025-09-02 15:08:00,S004,Kumaraswamy_Layout_Bus_Stand,34,29.96,0.262,274.3,1,False,,0
2025-06-29 11:43:00,S003,50_Feet_Road_South,14,40.21,0.108,478.1,6,False,,0
2025-07-15 18:02:00,S003,50_Feet_Road_South,37,36.59,0.285,38.6,1,False,,0
2025-07-27 06:05:00,S002,50_Feet_Road_North,8,41.0,0.062,313.7,6,False,,0
2025-08-28 21:23:00,S002,50_Feet_Road_North,18,35.98,0.138,468.6,3,False,,0
2025-07-14 14:58:00,S001,DSCE_Main_Gate,23,41.0,0.177,48.0,0,False,,0
2025-07-13 18:20:00,S002,50_Feet_Road_North,24,33.81,0.185,127.2,6,False,,0
2025-07-14 04:19:00,S004,Kumaraswamy_Layout_Bus_Stand,2,41.0,0.015,226.0,0,False,,0
2025-08-09 14:29:00,S003,50_Feet_Road_South,2,43.16,0.015,1908.1,5,True,spoofing_fake_clear,1
2025-08-18 03:40:00,S004,Kumaraswamy_Layout_Bus_Stand,1,41.0,0.008,389.9,0,False,,0
2025-07-31 04:26:00,S004,Kumaraswamy_Layout_Bus_Stand,2,41.0,0.015,288.7,3,False,,0
2025-06-29 03:47:00,S004,Kumaraswamy_Layout_Bus_Stand,0,38.9,0.0,413.8,6,False,,0
2025-06-21 08:01:00,S003,50_Feet_Road_South,45,30.28,0.346,200.5,5,False,,0
2025-07-15 23:09:00,S002,50_Feet_Road_North,7,41.0,0.054,244.5,1,False,,0
2025-08-16 14:17:00,S004,Kumaraswamy_Layout_Bus_Stand,4,44.06,0.031,1999.1,5,True,spoofing_fake_clear,1
2025-06-21 00:46:00,S003,50_Feet_Road_South,1,41.0,0.008,161.4,5,False,,0
2025-08-14 22:56:00,S004,Kumaraswamy_Layout_Bus_Stand,15,41.0,0.115,310.9,3,False,,0
2025-07-22 13:34:00,S001,DSCE_Main_Gate,30,34.46,0.231,215.5,1,False,,0
2025-07-12 22:45:00,S003,50_Feet_Road_South,9,41.0,0.069,296.3,5,False,,0
2025-08-21 08:10:00,S003,50_Feet_Road_South,85,19.17,0.654,181.8,3,False,,0
2025-08-19 21:39:00,S002,50_Feet_Road_North,21,41.0,0.162,307.5,1,False,,0
2025-08-03 05:31:00,S003,50_Feet_Road_South,2,38.93,0.015,334.2,6,False,,0
2025-07-07 06:11:00,S004,Kumaraswamy_Layout_Bus_Stand,11,41.0,0.085,173.1,0,False,,0
2025-07-07 02:38:00,S002,50_Feet_Road_North,0,41.0,0.0,302.9,0,False,,0
2025-08-20 06:53:00,S004,Kumaraswamy_Layout_Bus_Stand,15,41.0,0.115,161.4,2,False,,0
2025-08-07 17:11:00,S003,50_Feet_Road_South,55,30.62,0.423,153.3,3,False,,0
2025-06-20 04:53:00,S002,50_Feet_Road_North,2,41.0,0.015,105.4,4,False,,0
2025-07-26 00:39:00,S001,DSCE_Main_Gate,1,41.0,0.008,11.7,5,False,,0
2025-06-16 07:32:00,S002,50_Feet_Road_North,33,41.0,0.254,305.4,0,False,,0
2025-07-08 21:17:00,S004,Kumaraswamy_Layout_Bus_Stand,21,40.06,0.162,175.4,1,False,,0
2025-06-13 22:59:00,S002,50_Feet_Road_North,16,41.0,0.123,82.3,4,False,,0
2025-06-18 04:35:00,S001,DSCE_Main_Gate,2,40.55,0.015,82.0,2,False,,0
2025-08-14 09:09:00,S001,DSCE_Main_Gate,126,5.48,0.969,1716.1,3,True,replay,1
2025-08-21 18:04:00,S002,50_Feet_Road_North,42,29.4,0.323,364.6,3,False,,0
2025-07-05 20:41:00,S003,50_Feet_Road_South,15,35.86,0.115,470.0,5,False,,0
2025-06-20 19:20:00,S004,Kumaraswamy_Layout_Bus_Stand,26,32.79,0.2,343.0,4,False,,0
2025-08-20 04:45:00,S003,50_Feet_Road_South,2,41.0,0.015,287.3,2,False,,0
2025-07-25 20:56:00,S001,DSCE_Main_Gate,23,39.87,0.177,267.8,4,False,,0
2025-06-19 13:34:00,S004,Kumaraswamy_Layout_Bus_Stand,26,39.59,0.2,475.9,3,False,,0
2025-07-29 18:12:00,S001,DSCE_Main_Gate,35,31.69,0.269,478.7,1,False,,0
2025-06-14 15:54:00,S001,DSCE_Main_Gate,19,32.92,0.146,448.6,5,False,,0
2025-08-26 10:32:00,S003,50_Feet_Road_South,31,31.46,0.238,440.2,1,False,,0
2025-08-26 10:53:00,S002,50_Feet_Road_North,28,39.79,0.215,281.9,1,False,,0
2025-08-18 15:48:00,S003,50_Feet_Road_South,31,37.6,0.238,359.0,0,False,,0
2025-06-24 01:01:00,S001,DSCE_Main_Gate,0,41.0,0.0,301.4,1,False,,0
2025-07-21 17:36:00,S001,DSCE_Main_Gate,74,25.67,0.569,477.3,0,False,,0
2025-07-07 04:11:00,S002,50_Feet_Road_North,1,41.0,0.008,463.2,0,False,,0
2025-07-18 19:25:00,S003,50_Feet_Road_South,34,36.34,0.262,446.8,4,False,,0
2025-06-26 09:16:00,S001,DSCE_Main_Gate,125,7.24,0.962,1735.6,3,True,replay,1
2025-07-03 13:51:00,S003,50_Feet_Road_South,27,32.35,0.208,297.2,3,False,,0
2025-07-27 10:05:00,S001,DSCE_Main_Gate,17,32.57,0.131,475.6,6,False,,0
2025-06-16 11:33:00,S001,DSCE_Main_Gate,20,41.0,0.154,250.4,0,False,,0
2025-06-22 18:44:00,S001,DSCE_Main_Gate,27,37.9,0.208,442.5,6,False,,0
2025-08-05 20:32:00,S004,Kumaraswamy_Layout_Bus_Stand,27,40.95,0.208,444.9,1,False,,0
2025-08-06 17:06:00,S003,50_Feet_Road_South,60,31.15,0.462,33.2,2,False,,0
2025-06-25 12:15:00,S003,50_Feet_Road_South,31,32.0,0.238,290.2,2,False,,0
2025-08-06 01:31:00,S001,DSCE_Main_Gate,0,41.0,0.0,60.0,2,False,,0
2025-08-08 14:27:00,S002,50_Feet_Road_North,4,44.95,0.031,1881.3,4,True,spoofing_fake_clear,1
2025-07-08 21:49:00,S002,50_Feet_Road_North,19,41.0,0.146,429.0,1,False,,0
2025-07-04 12:20:00,S001,DSCE_Main_Gate,25,38.93,0.192,111.2,4,False,,0
2025-08-04 15:23:00,S001,DSCE_Main_Gate,26,37.17,0.2,167.9,0,False,,0
2025-06-11 15:45:00,S001,DSCE_Main_Gate,28,35.61,0.215,100.4,2,False,,0
2025-08-22 13:43:00,S002,50_Feet_Road_North,27,36.75,0.208,206.7,4,False,,0
